Grasa (% P/P);Proteina (% P/P);Extracto (% P/P);Lactosa (% P/P);Celulas (/ml*1000);Bacterias (ufc/ml*1000);Inhb.;PC 1;Urea (mg/l);Patogeno
3.91;3.15;8.71;4.76;282;15;N;530;172;0
3.91;3.32;8.77;4.83;455;15;N;514;286;0
3.91;3.26;8.81;4.86;297;15;N;530;181;0
3.91;3.26;8.81;4.86;297;15;N;530;181;0
3.91;3.1;8.51;4.78;315;14;N;527;277;0
3.91;3.05;8.55;4.8;228;14;N;529;177;0
3.91;3.08;8.56;4.74;97;14;N;528;209;0
3.91;3.27;8.67;4.69;153;14;N;527;136;0
3.91;3.2;8.78;4.85;127;14;N;530;230;0
3.91;3.23;8.86;4.85;159;14;N;520;149;0
3.91;3.21;8.64;4.75;212;14;N;530;164;0
3.91;3.38;9.15;4.97;296;14;N;529;175;0
3.91;3.07;8.65;4.9;248;14;N;529;107;0
3.91;3.1;8.53;4.86;165;14;N;523;266;0
3.91;3.25;8.76;4.79;264;14;N;537;222;0
3.91;1.32;8.77;4.86;115;14;N;528;140;0
3.91;3.15;8.71;4.77;142;14;N;536;158;0
3.91;3.19;8.6;4.64;298;13;N;534;278;0
3.91;3.15;8.81;5.06;83;13;N;529;217;0
3.91;3.26;8.81;4.86;295;13;N;528;179;0
3.91;3.23;8.86;4.85;158;13;N;519;148;0
3.91;3.42;9.13;4.99;410;13;N;527;172;0
3.91;3.24;8.87;4.9;106;13;N;534;223;0
3.91;3.11;8.68;4.66;112;13;N;518;194;0
3.91;3.1;8.51;4.78;313;12;N;525;275;0
3.91;3.24;8.6;4.77;340;12;N;529;232;0
3.91;3.27;8.67;4.69;151;12;N;525;134;0
3.91;3.15;8.71;4.77;140;12;N;534;156;0
3.91;3.15;8.75;4.78;93;12;N;525;216;0
3.91;3.25;8.76;4.79;262;12;N;535;220;0
3.91;3.32;8.77;4.83;452;12;N;511;283;0
3.91;3.23;8.86;4.85;157;12;N;518;147;0
3.91;3.17;8.89;4.89;200;12;N;534;159;0
3.91;3.42;9.13;4.99;409;12;N;526;171;0
3.91;3.27;8.67;4.69;151;12;N;525;134;0
3.91;3.15;8.62;4.84;258;12;N;508;151;0
3.91;3.24;8.87;4.9;105;12;N;533;222;0
3.91;3.15;8.75;4.78;93;12;N;525;216;0
3.91;2.95;8.4;4.63;368;11;N;530;198;0
3.91;3;8.44;4.7;192;11;N;529;237;0
3.91;3.15;8.62;4.84;257;11;N;507;150;0
3.91;3.15;8.62;4.84;257;11;N;507;150;0
3.91;3.15;8.71;4.77;139;11;N;533;155;0
3.91;3.15;8.71;4.77;139;11;N;533;155;0
3.91;3.19;8.72;4.81;81;11;N;524;212;0
3.91;3.15;8.75;4.78;92;11;N;524;215;0
3.91;3.15;8.75;4.78;92;11;N;524;215;0
3.91;3.26;8.81;4.86;293;11;N;526;177;0
3.91;3.46;9.06;4.88;445;11;N;530;195;0
3.91;3.39;9.1;4.94;414;11;N;520;165;0
3.91;3.42;9.13;4.99;408;11;N;525;170;0
3.91;3.42;9.13;4.99;408;11;N;525;170;0
3.91;3.24;8.83;4.88;83;11;N;525;255;0
3.91;3.15;8.58;4.81;238;11;N;528;200;0
3.91;3.07;8.65;4.9;245;11;N;526;104;0
3.91;2.95;8.4;4.63;368;11;N;530;198;0
3.91;3.16;8.72;4.73;86;11;N;524;307;0
3.91;3.12;8.73;4.76;143;11;N;529;220;0
3.91;2.95;8.4;4.63;367;10;N;529;197;0
3.91;3.15;8.71;4.77;138;10;N;532;154;0
3.91;3.19;8.72;4.81;80;10;N;523;211;0
3.91;3.19;8.72;4.81;80;10;N;523;211;0
3.91;3.14;8.86;4.98;230;10;N;534;80;0
3.91;3.24;8.87;4.9;103;10;N;531;220;0
3.91;3.17;8.89;4.89;198;10;N;532;157;0
3.91;3.46;9.06;4.88;444;10;N;529;194;0
3.91;3.42;9.13;4.99;407;10;N;524;169;0
3.91;3.24;8.87;4.9;103;10;N;531;220;0
3.91;3.42;9.13;4.99;407;10;N;524;169;0
3.91;3.42;9.13;4.99;407;10;N;524;169;0
3.91;3.38;9.15;4.97;292;10;N;525;171;0
3.91;3.26;8.58;4.8;241;9;N;520;227;0
3.91;3.17;8.77;4.83;84;9;N;524;212;0
3.91;3.27;8.95;4.96;155;9;N;530;108;0
3.91;3.15;8.58;4.81;236;9;N;526;198;0
3.91;3.38;9.15;4.97;291;9;N;524;170;0
3.91;3.26;8.81;4.86;291;9;N;524;175;0
3.91;3;8.44;4.7;190;9;N;527;235;0
3.91;3.32;8.77;4.83;449;9;N;508;280;0
3.91;3.14;8.86;4.98;228;8;N;532;78;0
3.91;3.26;8.58;4.8;240;8;N;519;226;0
3.91;3.15;8.81;5.06;78;8;N;524;212;0
3.91;3.17;8.77;4.83;83;8;N;523;211;0
3.91;3.54;9.22;5.07;336;8;N;520;176;0
3.91;3.36;9.04;4.98;171;7;N;523;143;0
3.91;3.4;9.11;4.95;245;7;N;523;187;0
3.91;3.19;8.72;4.81;77;7;N;520;208;0
3.91;3.19;8.76;4.78;75;6;N;520;127;0
3.91;3.19;8.76;4.78;75;6;N;520;127;0
3.91;3.4;9.11;4.95;244;6;N;522;186;0
3.92;3.48;9.18;5.02;324;979;N;530;220;1
3.92;3.48;9.18;5.02;323;978;N;529;219;1
3.92;3.48;9.18;5.02;321;976;N;527;217;1
3.92;3.48;9.18;5.02;321;976;N;527;217;1
3.92;3.48;9.18;5.02;320;975;N;526;216;1
3.92;3.48;9.18;5.02;319;974;N;525;215;1
3.92;3.48;9.18;5.02;319;974;N;525;215;1
3.92;3.48;9.18;5.02;319;974;N;525;215;1
3.92;3.48;9.18;5.02;319;974;N;525;215;1
3.92;3.48;9.18;5.02;318;973;N;524;214;1
3.92;3.48;9.18;5.02;316;971;N;522;212;1
3.92;3.48;9.18;5.02;315;970;N;521;211;1
3.92;3.31;8.94;4.82;419;923;N;526;216;1
3.92;3.31;8.94;4.82;417;921;N;524;214;1
3.92;3.31;8.94;4.82;417;921;N;524;214;1
3.92;2.95;8.54;4.77;128;267;N;540;125;1
3.92;2.95;8.54;4.77;128;267;N;540;125;1
3.92;2.95;8.54;4.77;127;266;N;539;124;1
3.92;2.95;8.54;4.77;126;265;N;538;123;1
3.92;2.95;8.54;4.77;126;265;N;538;123;1
3.92;2.95;8.54;4.77;124;263;N;536;121;1
3.92;2.95;8.54;4.77;123;262;N;535;120;1
3.92;2.95;8.54;4.77;121;260;N;533;118;1
3.92;2.95;8.54;4.77;121;260;N;533;118;1
3.92;2.95;8.54;4.77;118;257;N;530;115;1
3.92;2.95;8.54;4.77;118;257;N;530;115;1
3.92;2.95;8.54;4.77;115;254;N;527;112;1
3.92;2.84;8.36;4.64;164;107;N;534;178;1
3.92;2.84;8.36;4.64;162;105;N;532;176;1
3.92;2.84;8.36;4.64;161;104;N;531;175;1
3.92;2.84;8.36;4.64;161;104;N;531;175;1
3.92;2.97;8.44;4.62;755;91;N;523;177;0
3.92;3.15;8.57;4.67;514;66;N;541;210;0
3.92;3.15;8.57;4.67;508;60;N;535;204;0
3.92;3.41;9.11;4.91;425;60;N;528;218;0
3.92;3.42;9.06;4.94;502;58;N;526;216;0
3.92;3.41;9.11;4.91;423;58;N;526;216;0
3.92;3.41;9.11;4.91;422;57;N;525;215;0
3.92;3.06;8.52;4.74;333;57;N;526;134;0
3.92;3.15;8.57;4.67;505;57;N;532;201;0
3.92;3.15;8.82;4.93;196;57;N;524;112;0
3.92;3.08;8.71;4.81;210;55;N;523;171;0
3.92;3.42;9.06;4.94;499;55;N;523;213;0
3.92;3.42;9.06;4.94;499;55;N;523;213;0
3.92;3.42;9.06;4.94;499;55;N;523;213;0
3.92;3.42;9.06;4.94;499;55;N;523;213;0
3.92;3.15;8.82;4.93;193;54;N;521;109;0
3.92;3.15;8.82;4.93;193;54;N;521;109;0
3.92;3.29;8.74;4.68;299;52;N;522;284;0
3.92;3.15;8.82;4.93;191;52;N;519;107;0
3.92;3.21;8.87;4.91;313;52;N;521;153;0
3.92;3.08;8.71;4.81;207;52;N;520;168;0
3.92;3.21;8.87;4.91;312;51;N;520;152;0
3.92;3.06;8.52;4.74;327;51;N;520;128;0
3.92;3.08;8.71;4.81;206;51;N;519;167;0
3.92;3.29;8.74;4.68;297;50;N;520;282;0
3.92;3.08;8.71;4.81;203;48;N;516;164;0
3.92;3.22;8.9;4.91;113;47;N;520;126;0
3.92;3.45;9.09;4.95;351;47;N;520;211;0
3.92;3.38;9;4.85;470;46;N;526;168;0
3.92;3.38;9;4.85;470;46;N;526;168;0
3.92;3.45;9.09;4.95;350;46;N;519;210;0
3.92;3.38;9;4.85;469;45;N;525;167;0
3.92;3.38;9;4.85;469;45;N;525;167;0
3.92;3.45;9.09;4.95;349;45;N;518;209;0
3.92;3.38;9;4.85;469;45;N;525;167;0
3.92;3.38;9;4.85;467;43;N;523;165;0
3.92;3.2;8.52;0.74;279;43;N;519;262;0
3.92;3.23;8.81;4.93;227;39;N;521;193;0
3.92;3.23;8.81;4.93;226;38;N;520;192;0
3.92;3.42;9.08;4.94;421;38;N;526;165;0
3.92;3.23;8.81;4.93;226;38;N;520;192;0
3.92;3.42;9.08;4.94;420;37;N;525;164;0
3.92;3.46;9.08;4.95;775;36;N;521;202;0
3.92;3.5;9.1;4.97;878;34;N;529;203;0
3.92;3.42;9.08;4.94;417;34;N;522;161;0
3.92;3.42;9.08;4.94;417;34;N;522;161;0
3.92;2.95;8.49;4.7;238;33;N;529;160;0
3.92;3.09;8.56;4.79;308;31;N;533;171;0
3.92;3.46;9.12;4.95;514;31;N;529;219;0
3.92;3.46;9.12;4.95;511;28;N;526;216;0
3.92;3.09;8.56;4.79;305;28;N;530;168;0
3.92;3.31;8.77;4.71;539;28;N;532;214;0
3.92;3.07;8.48;4.8;330;27;N;528;221;0
3.92;3.09;8.56;4.79;304;27;N;529;167;0
3.92;3.11;8.65;4.95;357;27;N;533;157;0
3.92;3.23;8.82;4.89;156;27;N;515;167;0
3.92;3.31;8.77;4.71;537;26;N;530;212;0
3.92;3.22;8.76;4.93;227;26;N;546;162;0
3.92;3.08;8.45;4.72;562;26;N;526;170;0
3.92;3.46;9.12;4.95;509;26;N;524;214;0
3.92;3.29;8.71;4.68;288;26;N;523;284;0
3.92;3.23;8.85;4.9;125;26;N;522;191;0
3.92;3.09;8.56;4.79;302;25;N;527;165;0
3.92;3.31;8.76;4.77;286;25;N;522;217;0
3.92;3.03;8.48;4.76;283;24;N;526;149;0
3.92;3.29;8.71;4.68;286;24;N;521;282;0
3.92;3.22;8.76;4.93;225;24;N;544;160;0
3.92;3.37;8.94;4.74;435;24;N;534;256;0
3.92;3.46;9.12;4.95;507;24;N;522;212;0
3.92;3.23;8.85;4.9;123;24;N;520;189;0
3.92;3.3;8.8;4.79;272;24;N;525;237;0
3.92;3.3;8.8;4.79;272;24;N;525;237;0
3.92;3.41;9.09;4.93;495;24;N;526;216;0
3.92;3.26;8.76;4.72;598;23;N;520;224;0
3.92;3.26;8.76;4.72;598;23;N;520;224;0
3.92;3.31;8.76;4.77;284;23;N;520;215;0
3.92;3.3;8.8;4.79;271;23;N;524;236;0
3.92;3.3;8.8;4.79;271;23;N;524;236;0
3.92;3.32;8.81;4.79;283;23;N;526;279;0
3.92;3.37;8.94;4.74;434;23;N;533;255;0
3.92;3.31;8.77;4.71;533;22;N;526;208;0
3.92;3.3;8.8;4.79;270;22;N;523;235;0
3.92;3.3;8.8;4.79;270;22;N;523;235;0
3.92;3.41;9.09;4.93;493;22;N;524;214;0
3.92;3.31;8.76;4.77;283;22;N;519;214;0
3.92;3.3;8.8;4.79;270;22;N;523;235;0
3.92;3.26;8.76;4.72;597;22;N;519;223;0
3.92;3;8.42;4.73;275;22;N;529;143;0
3.92;3.37;8.94;4.74;433;22;N;532;254;0
3.92;3.26;8.76;4.72;596;21;N;518;222;0
3.92;3.4;8.8;4.82;289;21;N;524;267;0
3.92;3.4;8.8;4.82;289;21;N;524;267;0
3.92;3.36;8.92;4.88;298;21;N;531;235;0
3.92;3.41;9.09;4.93;492;21;N;523;213;0
3.92;3.41;9.09;4.93;492;21;N;523;213;0
3.92;3.26;8.76;4.72;596;21;N;518;222;0
3.92;3.03;8.48;4.76;280;21;N;523;146;0
3.92;3.2;8.65;4.63;404;21;N;521;236;0
3.92;3.02;8.53;4.64;635;21;N;527;163;0
3.92;2.97;8.42;4.67;247;20;N;522;157;0
3.92;3.32;8.81;4.79;280;20;N;523;276;0
3.92;3.23;8.85;4.9;119;20;N;516;185;0
3.92;3.23;8.85;4.9;119;20;N;516;185;0
3.92;3.41;9.09;4.93;491;20;N;522;212;0
3.92;3.31;8.76;4.77;281;20;N;517;212;0
3.92;3.18;8.82;4.82;140;19;N;521;123;0
3.92;3.27;8.82;4.87;301;19;N;534;185;0
3.92;3.37;8.94;4.74;430;19;N;529;251;0
3.92;3.37;8.94;4.74;430;19;N;529;251;0
3.92;3.41;9.09;4.93;490;19;N;521;211;0
3.92;3.38;8.98;4.91;574;19;N;516;169;0
3.92;3.06;8.56;4.81;233;19;N;534;182;0
3.92;3.4;8.8;4.82;287;19;N;522;265;0
3.92;2.97;8.42;4.67;245;18;N;520;155;0
3.92;2.96;8.44;4.66;210;18;N;524;143;0
3.92;3.06;8.56;4.81;232;18;N;533;181;0
3.92;3.15;8.62;0.84;139;18;N;530;237;0
3.92;3;8.42;4.73;271;18;N;525;139;0
3.92;3.41;9.09;4.93;489;18;N;520;210;0
3.92;3.06;8.56;4.81;232;18;N;533;181;0
3.92;3.02;8.53;4.64;632;18;N;524;160;0
3.92;3;8.42;4.73;270;17;N;524;138;0
3.92;2.96;8.44;4.66;209;17;N;523;142;0
3.92;3.17;8.72;4.79;236;17;N;519;169;0
3.92;3.39;9.16;4.98;299;17;N;532;178;0
3.92;3.16;8.72;4.77;284;17;N;532;174;0
3.92;3.12;8.69;4.67;116;17;N;522;198;0
3.92;2.97;8.42;4.67;243;16;N;518;153;0
3.92;3.06;8.56;4.81;230;16;N;531;179;0
3.92;3.2;8.61;4.65;301;16;N;537;281;0
3.92;3.17;8.72;4.79;235;16;N;518;168;0
3.92;3.4;9.11;4.95;419;16;N;525;170;0
3.92;3.08;8.66;4.91;250;16;N;531;109;0
3.92;3.18;8.78;4.75;74;16;N;526;269;0
3.92;3.11;8.63;4.75;115;16;N;536;162;0
3.92;3;8.42;4.73;269;16;N;523;137;0
3.92;3.21;8.79;4.86;129;16;N;532;232;0
3.92;2.97;8.42;4.67;243;16;N;518;153;0
3.92;2.95;8.35;4.6;531;15;N;523;169;0
3.92;2.96;8.41;4.64;372;15;N;534;202;0
3.92;3;8.42;4.73;268;15;N;522;136;0
3.92;3.08;8.66;4.91;249;15;N;530;108;0
3.92;3.17;8.72;4.79;234;15;N;517;167;0
3.92;3.12;8.69;4.67;114;15;N;520;196;0
3.92;3.12;8.69;4.67;114;15;N;520;196;0
3.92;2.93;8.39;4.6;391;15;N;526;174;0
3.92;3.12;8.69;4.67;114;15;N;520;196;0
3.92;3;8.42;4.73;267;14;N;521;135;0
3.92;3;8.42;4.73;267;14;N;521;135;0
3.92;3;8.42;4.73;267;14;N;521;135;0
3.92;3.06;8.56;4.81;228;14;N;529;177;0
3.92;3.43;9.14;5;411;14;N;528;173;0
3.92;3.09;8.6;4.78;191;14;N;530;204;0
3.92;3.43;9.14;5;411;14;N;528;173;0
3.92;3.2;8.61;4.65;299;14;N;535;279;0
3.92;3.16;8.72;4.77;281;14;N;529;171;0
3.92;3.13;8.77;4.82;149;14;N;516;167;0
3.92;3.4;9.11;4.95;417;14;N;523;168;0
3.92;3.11;8.52;4.79;314;13;N;526;276;0
3.92;3.06;8.56;4.81;227;13;N;528;176;0
3.92;3.16;8.76;4.79;94;13;N;526;217;0
3.92;3.47;9.07;4.89;447;13;N;532;197;0
3.92;3.26;8.77;4.8;263;13;N;536;221;0
3.92;3.11;8.52;4.79;314;13;N;526;276;0
3.92;3.11;8.52;4.79;314;13;N;526;276;0
3.92;3.39;9.16;4.98;295;13;N;528;174;0
3.92;3.16;8.72;4.78;140;12;N;534;156;0
3.92;3.33;8.78;4.84;452;12;N;511;283;0
3.92;3.16;8.82;5.07;82;12;N;528;216;0
3.92;3.18;8.9;4.9;200;12;N;534;159;0
3.92;3.18;8.9;4.9;200;12;N;534;159;0
3.92;3.28;8.78;4.88;176;12;N;529;172;0
3.92;3.16;8.63;4.85;258;12;N;508;151;0
3.92;3.2;8.73;4.82;82;12;N;525;213;0
3.92;3.16;8.82;5.07;82;12;N;528;216;0
3.92;3.26;8.77;4.8;262;12;N;535;220;0
3.92;3.27;8.82;4.87;294;12;N;527;178;0
3.92;3.01;8.45;4.71;193;12;N;530;238;0
3.92;3.16;8.63;4.85;258;12;N;508;151;0
3.92;3.24;8.87;4.86;157;12;N;518;147;0
3.92;2.96;8.41;4.64;368;11;N;530;198;0
3.92;3.4;9.11;4.95;414;11;N;520;165;0
3.92;3.4;9.11;4.95;414;11;N;520;165;0
3.92;3.28;8.68;4.7;150;11;N;524;133;0
3.92;3.18;8.78;4.84;86;11;N;526;214;0
3.92;3.47;9.07;4.89;445;11;N;530;195;0
3.92;3.18;8.9;4.9;199;11;N;533;158;0
3.92;3.16;8.72;4.78;139;11;N;533;155;0
3.92;3.43;9.14;5;408;11;N;525;170;0
3.92;3.25;8.88;4.91;104;11;N;532;221;0
3.92;3.18;8.78;4.84;85;10;N;525;213;0
3.92;3.18;8.9;4.9;198;10;N;532;157;0
3.92;3.27;8.63;4.81;228;10;N;525;211;0
3.92;3.21;8.5;4.73;264;10;N;523;231;0
3.92;3.16;8.76;4.79;91;10;N;523;214;0
3.92;3.31;8.65;4.82;384;10;N;524;264;0
3.92;3.1;8.75;4.73;85;10;N;527;217;0
3.92;3.01;8.45;4.71;190;9;N;527;235;0
3.92;3.16;8.63;4.85;255;9;N;505;148;0
3.92;3.16;8.72;4.78;137;9;N;531;153;0
3.92;3.16;8.72;4.78;137;9;N;531;153;0
3.92;3.18;8.78;4.84;84;9;N;524;212;0
3.92;3.47;9.07;4.89;443;9;N;528;193;0
3.92;3.55;9.23;5.08;337;9;N;521;177;0
3.92;3.31;8.65;4.82;382;8;N;522;262;0
3.92;3.2;8.77;4.79;77;8;N;522;129;0
3.92;3.28;8.96;4.97;154;8;N;529;107;0
3.92;3.18;8.9;4.9;196;8;N;530;155;0
3.92;3.2;8.77;4.79;76;7;N;521;128;0
3.92;3.2;8.77;4.79;75;6;N;520;127;0
3.92;3.18;8.78;4.84;81;6;N;521;209;0
3.92;3.2;8.77;4.79;74;5;N;519;126;0
3.92;3.18;8.9;4.9;193;5;N;527;152;0
3.92;3.2;8.77;4.79;73;4;N;518;125;0
3.93;3.49;9.19;5.03;322;977;N;528;218;1
3.93;3.49;9.19;5.03;321;976;N;527;217;1
3.93;3.49;9.19;5.03;320;975;N;526;216;1
3.93;3.49;9.19;5.03;320;975;N;526;216;1
3.93;3.49;9.19;5.03;320;975;N;526;216;1
3.93;3.49;9.19;5.03;320;975;N;526;216;1
3.93;3.49;9.19;5.03;319;974;N;525;215;1
3.93;3.49;9.19;5.03;318;973;N;524;214;1
3.93;3.49;9.19;5.03;317;972;N;523;213;1
3.93;3.32;8.95;4.83;418;922;N;525;215;1
3.93;3.32;8.95;4.83;416;920;N;523;213;1
3.93;3.32;8.95;4.83;415;919;N;522;212;1
3.93;2.96;8.55;4.78;124;263;N;536;121;1
3.93;2.96;8.55;4.78;123;262;N;535;120;1
3.93;2.96;8.55;4.78;122;261;N;534;119;1
3.93;2.96;8.55;4.78;119;258;N;531;116;1
3.93;2.96;8.55;4.78;119;258;N;531;116;1
3.93;2.85;8.37;4.65;165;108;N;535;179;1
3.93;2.85;8.37;4.65;162;105;N;532;176;1
3.93;2.85;8.37;4.65;162;105;N;532;176;1
3.93;2.98;8.45;4.63;755;91;N;523;177;0
3.93;2.98;8.45;4.63;753;89;N;521;175;0
3.93;3.16;8.58;4.68;510;62;N;537;206;0
3.93;3.43;9.07;4.95;504;60;N;528;218;0
3.93;3.43;9.07;4.95;503;59;N;527;217;0
3.93;3.43;9.07;4.95;503;59;N;527;217;0
3.93;3.16;8.58;4.68;506;58;N;533;202;0
3.93;3.16;8.58;4.68;506;58;N;533;202;0
3.93;3.42;9.12;4.92;423;58;N;526;216;0
3.93;3.43;9.07;4.95;501;57;N;525;215;0
3.93;3.42;9.12;4.92;422;57;N;525;215;0
3.93;3.53;9.12;5.04;792;57;N;530;232;0
3.93;3.16;8.83;4.94;195;56;N;523;111;0
3.93;3.16;8.83;4.94;195;56;N;523;111;0
3.93;3.42;9.12;4.92;420;55;N;523;213;0
3.93;3.09;8.72;4.82;210;55;N;523;171;0
3.93;3.07;8.53;4.75;331;55;N;524;132;0
3.93;3.42;9.12;4.92;420;55;N;523;213;0
3.93;3.07;8.53;4.75;330;54;N;523;131;0
3.93;3.09;8.72;4.82;208;53;N;521;169;0
3.93;3.3;8.75;4.69;299;52;N;522;284;0
3.93;3.09;8.72;4.82;206;51;N;519;167;0
3.93;3.29;8.88;5;154;51;N;527;201;0
3.93;3.22;8.88;4.92;312;51;N;520;152;0
3.93;3.3;8.75;4.69;297;50;N;520;282;0
3.93;3.22;8.88;4.92;311;50;N;519;151;0
3.93;3.23;8.91;4.92;115;49;N;522;128;0
3.93;3.21;8.53;0.75;283;47;N;523;266;0
3.93;3.46;9.1;4.96;349;45;N;518;209;0
3.93;3.46;9.1;4.96;349;45;N;518;209;0
3.93;3.39;9.01;4.86;469;45;N;525;167;0
3.93;3.39;9.01;4.86;469;45;N;525;167;0
3.93;3.39;9.01;4.86;468;44;N;524;166;0
3.93;3.39;9.01;4.86;467;43;N;523;165;0
3.93;3.39;9.01;4.86;467;43;N;523;165;0
3.93;3.24;8.82;4.94;229;41;N;523;195;0
3.93;3.24;8.82;4.94;227;39;N;521;193;0
3.93;2.91;8.4;4.53;709;38;N;525;161;0
3.93;3.43;9.09;4.95;420;37;N;525;164;0
3.93;3.43;9.09;4.95;419;36;N;524;163;0
3.93;2.96;8.5;4.71;238;33;N;529;160;0
3.93;2.96;8.5;4.71;237;32;N;528;159;0
3.93;3.3;8.72;4.69;290;28;N;525;286;0
3.93;3.39;8.99;4.92;583;28;N;525;178;0
3.93;2.96;8.5;4.71;233;28;N;524;155;0
3.93;3.09;8.46;4.73;563;27;N;527;171;0
3.93;3.09;8.46;4.73;563;27;N;527;171;0
3.93;3.3;8.72;4.69;289;27;N;524;285;0
3.93;3.24;8.86;4.91;126;27;N;523;192;0
3.93;3.32;8.78;4.72;538;27;N;531;213;0
3.93;3.3;8.72;4.69;288;26;N;523;284;0
3.93;3.3;8.72;4.69;288;26;N;523;284;0
3.93;3.32;8.78;4.72;537;26;N;530;212;0
3.93;3.38;8.95;4.75;437;26;N;536;258;0
3.93;3.08;8.49;4.81;329;26;N;527;220;0
3.93;3.1;8.57;4.8;303;26;N;528;166;0
3.93;3.23;8.77;4.94;227;26;N;546;162;0
3.93;3.39;8.99;4.92;580;25;N;522;175;0
3.93;3.1;8.57;4.8;301;24;N;526;164;0
3.93;3.24;8.86;4.91;123;24;N;520;189;0
3.93;3.33;8.82;4.8;284;24;N;527;280;0
3.93;3.33;8.82;4.8;284;24;N;527;280;0
3.93;3.38;8.95;4.75;435;24;N;534;256;0
3.93;3.04;8.49;4.77;282;23;N;525;148;0
3.93;3.04;8.45;4.66;655;22;N;522;206;0
3.93;3.1;8.61;4.79;199;22;N;538;212;0
3.93;3.31;8.81;4.8;270;22;N;523;235;0
3.93;3.39;8.99;4.92;577;22;N;519;172;0
3.93;3.39;8.99;4.92;577;22;N;519;172;0
3.93;3.33;8.82;4.8;282;22;N;525;278;0
3.93;3.27;8.77;4.73;597;22;N;519;223;0
3.93;3.41;8.81;4.83;290;22;N;525;268;0
3.93;3.37;8.93;4.89;299;22;N;532;236;0
3.93;3.01;8.51;4.65;567;22;N;527;207;0
3.93;3.04;8.49;4.77;280;21;N;523;146;0
3.93;3.23;8.77;4.94;222;21;N;541;157;0
3.93;3.23;8.77;4.94;222;21;N;541;157;0
3.93;3.34;8.79;4.85;461;21;N;520;292;0
3.93;3.31;8.81;4.8;269;21;N;522;234;0
3.93;3.33;8.82;4.8;281;21;N;524;277;0
3.93;3.42;9.1;4.94;492;21;N;523;213;0
3.93;3.1;8.61;4.79;198;21;N;537;211;0
3.93;3.21;8.66;4.64;404;21;N;521;236;0
3.93;2.97;8.45;4.67;212;20;N;526;145;0
3.93;3.33;8.82;4.8;280;20;N;523;276;0
3.93;3.33;8.82;4.8;280;20;N;523;276;0
3.93;3.24;8.86;4.91;119;20;N;516;185;0
3.93;3.24;8.86;4.91;119;20;N;516;185;0
3.93;3.42;9.1;4.94;491;20;N;522;212;0
3.93;3.24;8.86;4.91;119;20;N;516;185;0
3.93;3.1;8.58;4.76;103;20;N;534;215;0
3.93;3.19;8.83;4.83;141;20;N;522;124;0
3.93;3.14;8.78;4.83;155;20;N;522;173;0
3.93;2.97;8.45;4.67;212;20;N;526;145;0
3.93;3.1;8.58;4.76;102;19;N;533;214;0
3.93;3.24;8.86;4.91;118;19;N;515;184;0
3.93;3.19;8.79;4.76;77;19;N;529;272;0
3.93;3.23;8.78;4.98;481;19;N;533;173;0
3.93;3.18;8.73;4.8;237;18;N;520;170;0
3.93;3.19;8.79;4.76;76;18;N;528;271;0
3.93;3.42;9.1;4.94;489;18;N;520;210;0
3.93;3.21;8.66;4.64;401;18;N;518;233;0
3.93;3.18;8.73;4.8;237;18;N;520;170;0
3.93;3.07;8.57;4.82;232;18;N;533;181;0
3.93;3.13;8.7;4.68;117;18;N;523;199;0
3.93;3.14;8.78;4.83;153;18;N;520;171;0
3.93;2.97;8.45;4.67;209;17;N;523;142;0
3.93;3.12;8.53;4.8;318;17;N;530;280;0
3.93;3.03;8.54;4.65;631;17;N;523;159;0
3.93;3.1;8.61;4.79;194;17;N;533;207;0
3.93;3.19;8.83;4.83;138;17;N;519;121;0
3.93;3.25;8.88;4.87;162;17;N;523;152;0
3.93;3.17;8.73;4.78;284;17;N;532;174;0
3.93;2.98;8.43;4.68;243;16;N;518;153;0
3.93;3.07;8.57;4.82;230;16;N;531;179;0
3.93;3.1;8.61;4.79;193;16;N;532;206;0
3.93;3.09;8.67;4.92;250;16;N;531;109;0
3.93;3.19;8.83;4.83;137;16;N;518;120;0
3.93;3.17;8.64;4.86;262;16;N;512;155;0
3.93;3.21;8.62;4.66;301;16;N;537;281;0
3.93;3.18;8.73;4.8;234;15;N;517;167;0
3.93;3.26;8.89;4.92;108;15;N;536;225;0
3.93;3.4;9.17;4.99;297;15;N;530;176;0
3.93;3.44;9.15;5.01;412;15;N;529;174;0
3.93;3.41;9.12;4.96;418;15;N;524;169;0
3.93;3.12;8.64;4.76;114;15;N;535;161;0
3.93;3.13;8.7;4.68;114;15;N;520;196;0
3.93;2.96;8.36;4.61;531;15;N;523;169;0
3.93;2.95;8.41;4.59;259;15;N;532;255;0
3.93;3.19;8.79;4.85;89;14;N;529;217;0
3.93;3.22;8.8;4.87;127;14;N;530;230;0
3.93;3.4;9.17;4.99;296;14;N;529;175;0
3.93;3.19;8.79;4.85;89;14;N;529;217;0
3.93;3.26;8.89;4.92;107;14;N;535;224;0
3.93;2.96;8.36;4.61;530;14;N;522;168;0
3.93;3.25;8.88;4.87;159;14;N;520;149;0
3.93;2.97;8.42;4.65;370;13;N;532;200;0
3.93;3.12;8.64;4.76;112;13;N;533;159;0
3.93;3.09;8.67;4.92;247;13;N;528;106;0
3.93;3.21;8.74;4.83;83;13;N;526;214;0
3.93;3.17;8.77;4.8;94;13;N;526;217;0
3.93;3.44;9.15;5.01;410;13;N;527;172;0
3.93;3.28;8.64;4.82;231;13;N;528;214;0
